"type","Status","Amount_In_Dollars","Market_Title","Market_Id","Original_Date","Filled","Canceled_By_You","Canceled_By_NSF","Canceled_By_Closing","Original_Placed","Remaining","Price_In_Cents","Fee_In_Dollars","Traded_Time","Direction","Settled_Time","Result","Profit_In_Dollars","Yes_Contracts_Owned","Yes_Contracts_Average_Price_In_Cents","No_Contracts_Owned","No_Contracts_Average_Price_In_Cents","Deposit_Type","Last_Updated"
"Trade","","10","Will the **high temp in Miami** be 79-80° on Mar 22 2024?","264ca899-d6b1-4756-9970-3be539ea023f","Mar 22, 2024","","","","","","","50","0.18","Mar 22, 2024 at 11:25PM EDT","No","","","","","","","","",""
"Trade","","4,989","Will the **high temp in Miami** be 79-80° on Mar 22 2024?","264ca899-d6b1-4756-9970-3be539ea023f","Mar 22, 2024","","","","","","","1","3.46","Mar 22, 2024 at 11:25PM EDT","No","","","","","","","","",""
"Trade","","1","Will the **high temp in Miami** be 79-80° on Mar 22 2024?","264ca899-d6b1-4756-9970-3be539ea023f","Mar 22, 2024","","","","","","","1","0.01","Mar 22, 2024 at 11:25PM EDT","No","","","","","","","","",""
"Trade","","1","Will the **high temp in NYC** be >48° on Mar 22 2024?","14f0c827-672a-4cdd-94fe-1e18daa38676","Mar 22, 2024","","","","","","","1","0.01","Mar 22, 2024 at 11:19PM EDT","No","","","","","","","","",""
"Trade","","25","Will the **high temp in NYC** be >48° on Mar 22 2024?","14f0c827-672a-4cdd-94fe-1e18daa38676","Mar 22, 2024","","","","","","","50","0.44","Mar 22, 2024 at 11:19PM EDT","No","","","","","","","","",""
"Trade","","100","Will the **high temp in NYC** be >48° on Mar 22 2024?","14f0c827-672a-4cdd-94fe-1e18daa38676","Mar 22, 2024","","","","","","","90","0.63","Mar 22, 2024 at 11:19PM EDT","No","","","","","","","","",""
"Trade","","50","Will the **high temp in NYC** be >48° on Mar 22 2024?","14f0c827-672a-4cdd-94fe-1e18daa38676","Mar 22, 2024","","","","","","","75","0.66","Mar 22, 2024 at 11:19PM EDT","No","","","","","","","","",""
"Trade","","10","Will the **high temp in NYC** be >48° on Mar 22 2024?","14f0c827-672a-4cdd-94fe-1e18daa38676","Mar 22, 2024","","","","","","","50","0.18","Mar 22, 2024 at 11:19PM EDT","No","","","","","","","","",""
"Trade","","2","Will the **high temp in NYC** be 43-44° on Mar 22 2024?","4fd9e837-633a-48c7-91f1-53949299a6e3","Mar 22, 2024","","","","","","","50","0.04","Mar 22, 2024 at 11:14PM EDT","No","","","","","","","","",""
"Trade","","752","Will the high temp in Chicago be 39-40° on Mar 20 2024?","038d412d-5df1-4efd-99fa-804dece231a8","Mar 20, 2024","","","","","","","90","4.74","Mar 20, 2024 at 11:12PM EDT","No","","","","","","","","",""
"Trade","","100","Will the high temp in Chicago be 39-40° on Mar 20 2024?","038d412d-5df1-4efd-99fa-804dece231a8","Mar 20, 2024","","","","","","","90","0.63","Mar 20, 2024 at 11:12PM EDT","No","","","","","","","","",""
"Settlement","","","Will the **high temp in Miami** be 87-88° on Mar 18 2024?","","","","","","","","","","","","","2024-03-19T12:01:11.315693Z","no","2.00","0","0.00","2","30.00","",""
"Settlement","","","Will the **high temp in Miami** be 85-86° on Mar 18 2024?","","","","","","","","","","","","","2024-03-19T12:01:11.315693Z","no","1.00","0","0.00","1","1.00","",""
"Settlement","","","Will the **high temp in Austin** be >72° on Mar 18 2024?","","","","","","","","","","","","","2024-03-19T12:01:02.315677Z","no","22.00","0","0.00","22","80.50","",""
"Settlement","","","Will the **high temp in Austin** be <65° on Mar 18 2024?","","","","","","","","","","","","","2024-03-19T12:01:02.315677Z","no","11.00","0","0.00","11","45.55","",""
"Settlement","","","Will the **high temp in Austin** be 71-72° on Mar 18 2024?","","","","","","","","","","","","","2024-03-19T12:01:02.315677Z","no","1.00","0","0.00","1","1.00","",""
"Settlement","","","Will the **high temp in Austin** be 69-70° on Mar 18 2024?","","","","","","","","","","","","","2024-03-19T12:01:02.315677Z","no","2.00","0","0.00","2","25.50","",""
"Settlement","","","Will the **high temp in Austin** be 67-68° on Mar 18 2024?","","","","","","","","","","","","","2024-03-19T12:01:02.315677Z","no","21.00","0","0.00","21","47.67","",""
"Settlement","","","Will the **high temp in NYC** be >54° on Mar 18 2024?","","","","","","","","","","","","","2024-03-19T12:00:53.386179Z","no","50.00","0","0.00","50","53.02","",""
"Settlement","","","Will the **high temp in NYC** be <47° on Mar 18 2024?","","","","","","","","","","","","","2024-03-19T12:00:53.386179Z","no","11.00","0","0.00","11","1.00","",""
"Settlement","","","Will the **high temp in NYC** be 53-54° on Mar 18 2024?","","","","","","","","","","","","","2024-03-19T12:00:53.386179Z","no","83.00","0","0.00","83","89.04","",""
"Settlement","","","Will the **high temp in NYC** be 47-48° on Mar 18 2024?","","","","","","","","","","","","","2024-03-19T12:00:53.386179Z","no","1.00","0","0.00","1","1.00","",""
"Settlement","","","Will the high temp in Chicago be >43° on Mar 18 2024?","","","","","","","","","","","","","2024-03-19T12:00:45.37619Z","no","21.00","0","0.00","21","1.00","",""
"Settlement","","","Will the high temp in Chicago be 38-39° on Mar 18 2024?","","","","","","","","","","","","","2024-03-19T12:00:45.37619Z","no","1068.00","0","0.00","1068","49.77","",""
"Settlement","","","Will the **high temp in Miami** be <79° on Mar 8 2024?","","","","","","","","","","","","","2024-03-09T13:00:34.551272Z","no","1.00","0","0.00","1","1.00","",""
"Settlement","","","Will the **high temp in Miami** be 83-84° on Mar 8 2024?","","","","","","","","","","","","","2024-03-09T13:00:34.551272Z","no","3.00","0","0.00","3","46.67","",""
"Settlement","","","Will the **high temp in Miami** be 81-82° on Mar 8 2024?","","","","","","","","","","","","","2024-03-09T13:00:34.551272Z","no","1.00","0","0.00","1","1.00","",""
"Settlement","","","Will the **high temp in Miami** be 79-80° on Mar 8 2024?","","","","","","","","","","","","","2024-03-09T13:00:34.551272Z","no","1.00","0","0.00","1","1.00","",""
"Settlement","","","Will the **high temp in Austin** be <77° on Mar 8 2024?","","","","","","","","","","","","","2024-03-09T13:00:27.566999Z","no","1.00","0","0.00","1","1.00","",""
"Settlement","","","Will the **high temp in Austin** be 81-82° on Mar 8 2024?","","","","","","","","","","","","","2024-03-09T13:00:27.566999Z","no","1.00","0","0.00","1","1.00","",""
"Settlement","","","Will the **high temp in Austin** be 79-80° on Mar 8 2024?","","","","","","","","","","","","","2024-03-09T13:00:27.566999Z","no","1.00","0","0.00","1","1.00","",""
"Order","Filled ","","Will the **high temp in Austin** be 74-75° on Mar 22 2024?","f3390e77-490c-4cf4-9e00-e577b933a85a","Mar 22, 2024","92","0","0","0","92","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Austin** be 76-77° on Mar 22 2024?","6a0ebb1d-9c2e-4afa-87ec-6cf36a5bc2e7","Mar 22, 2024","81","0","0","0","81","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Austin** be >79° on Mar 22 2024?","2124f860-a92d-4051-bd50-bcb9cc1e5bee","Mar 22, 2024","31","0","0","0","31","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the high temp in Chicago be 48-49° on Mar 22 2024?","f16bb585-dc03-47dc-8eb1-2865a36028e6","Mar 22, 2024","51","0","0","0","51","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the high temp in Chicago be 46-47° on Mar 22 2024?","82eb13a5-3b35-4906-ab12-a6e2021819be","Mar 22, 2024","51","0","0","0","51","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the high temp in Chicago be <42° on Mar 22 2024?","18f5495a-926e-4612-99d7-99ef53fc5ea9","Mar 22, 2024","795","0","0","0","795","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Miami** be 79-80° on Mar 22 2024?","264ca899-d6b1-4756-9970-3be539ea023f","Mar 22, 2024","5,501","0","0","0","5,501","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in NYC** be >48° on Mar 22 2024?","14f0c827-672a-4cdd-94fe-1e18daa38676","Mar 22, 2024","186","0","0","0","186","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in NYC** be 43-44° on Mar 22 2024?","4fd9e837-633a-48c7-91f1-53949299a6e3","Mar 22, 2024","2","0","0","0","2","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the high temp in Chicago be 39-40° on Mar 20 2024?","038d412d-5df1-4efd-99fa-804dece231a8","Mar 20, 2024","861","0","0","0","861","0","","","","","","","","","","","","",""
"Trade","","752","Will the high temp in Chicago be 39-40° on Mar 20 2024?","038d412d-5df1-4efd-99fa-804dece231a8","Mar 20, 2024","","","","","","","90","4.74","Mar 20, 2024 at 11:12PM EDT","No","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Austin** be 65-66° on Mar 20 2024?","ab8900f9-b2c5-4c0a-ad64-d8afcd0165d5","Mar 20, 2024","647","0","0","0","647","0","","","","","","","","","","","","",""
"Trade","","637","Will the **high temp in Austin** be 65-66° on Mar 20 2024?","ab8900f9-b2c5-4c0a-ad64-d8afcd0165d5","Mar 20, 2024","","","","","","","50","11.15","Mar 20, 2024 at 11:10PM EDT","No","","","","","","","","",""
"Trade","","10","Will the **high temp in Austin** be 65-66° on Mar 20 2024?","ab8900f9-b2c5-4c0a-ad64-d8afcd0165d5","Mar 20, 2024","","","","","","","50","0.18","Mar 20, 2024 at 11:10PM EDT","No","","","","","","","","",""
"Order","Filled ","","Will the **high temp in NYC** be 51-52° on Mar 20 2024?","b08315cf-091a-4328-ba53-0f81f696fc0b","Mar 20, 2024","8","0","0","0","8","0","","","","","","","","","","","","",""
"Trade","","8","Will the **high temp in NYC** be 51-52° on Mar 20 2024?","b08315cf-091a-4328-ba53-0f81f696fc0b","Mar 20, 2024","","","","","","","55","0.14","Mar 20, 2024 at 11:08PM EDT","No","","","","","","","","",""
"Order","Filled ","","Will the **high temp in NYC** be 53-54° on Mar 20 2024?","5a59a09a-2b77-425f-82c2-cc33c7ce8589","Mar 20, 2024","103","0","0","0","103","0","","","","","","","","","","","","",""
"Trade","","79","Will the **high temp in NYC** be 53-54° on Mar 20 2024?","5a59a09a-2b77-425f-82c2-cc33c7ce8589","Mar 20, 2024","","","","","","","98","0.11","Mar 20, 2024 at 11:08PM EDT","No","","","","","","","","",""
"Trade","","24","Will the **high temp in NYC** be 53-54° on Mar 20 2024?","5a59a09a-2b77-425f-82c2-cc33c7ce8589","Mar 20, 2024","","","","","","","90","0.16","Mar 20, 2024 at 11:08PM EDT","No","","","","","","","","",""
"Order","Filled ","","Will the **high temp in NYC** be >58° on Mar 20 2024?","d7027829-55fe-4c2c-a709-0b0d49734c50","Mar 20, 2024","477","0","0","0","477","0","","","","","","","","","","","","",""
"Trade","","467","Will the **high temp in NYC** be >58° on Mar 20 2024?","d7027829-55fe-4c2c-a709-0b0d49734c50","Mar 20, 2024","","","","","","","90","2.95","Mar 20, 2024 at 11:07PM EDT","No","","","","","","","","",""
"Trade","","10","Will the **high temp in NYC** be >58° on Mar 20 2024?","d7027829-55fe-4c2c-a709-0b0d49734c50","Mar 20, 2024","","","","","","","90","0.07","Mar 20, 2024 at 11:07PM EDT","No","","","","","","","","",""
"Order","Filled ","","Will the **high temp in NYC** be 57-58° on Mar 20 2024?","b3a9491f-e18e-4abd-895e-2abe394502ad","Mar 20, 2024","98","0","0","0","98","0","","","","","","","","","","","","",""
"Trade","","1","Will the **high temp in NYC** be 57-58° on Mar 20 2024?","b3a9491f-e18e-4abd-895e-2abe394502ad","Mar 20, 2024","","","","","","","1","0.01","Mar 20, 2024 at 11:07PM EDT","Yes","","","","","","","","",""
"Trade","","97","Will the **high temp in NYC** be 57-58° on Mar 20 2024?","b3a9491f-e18e-4abd-895e-2abe394502ad","Mar 20, 2024","","","","","","","50","1.70","Mar 20, 2024 at 11:07PM EDT","Yes","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Miami** be 80-81° on Mar 20 2024?","5df6811c-c8fb-450d-82af-8310584a1fa6","Mar 20, 2024","994","0","0","0","994","0","","","","","","","","","","","","",""
"Trade","","10","Will the **high temp in Miami** be 80-81° on Mar 20 2024?","5df6811c-c8fb-450d-82af-8310584a1fa6","Mar 20, 2024","","","","","","","10","0.07","Mar 20, 2024 at 11:05PM EDT","No","","","","","","","","",""
"Trade","","983","Will the **high temp in Miami** be 80-81° on Mar 20 2024?","5df6811c-c8fb-450d-82af-8310584a1fa6","Mar 20, 2024","","","","","","","90","6.20","Mar 20, 2024 at 11:05PM EDT","No","","","","","","","","",""
"Trade","","1","Will the **high temp in Miami** be 80-81° on Mar 20 2024?","5df6811c-c8fb-450d-82af-8310584a1fa6","Mar 20, 2024","","","","","","","1","0.01","Mar 20, 2024 at 11:05PM EDT","No","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Miami** be 76-77° on Mar 20 2024?","792c578a-af90-4d80-b979-f3b9915284a1","Mar 20, 2024","10","0","0","0","10","0","","","","","","","","","","","","",""
"Trade","","1","Will the **high temp in Miami** be 76-77° on Mar 20 2024?","792c578a-af90-4d80-b979-f3b9915284a1","Mar 20, 2024","","","","","","","1","0.01","Mar 20, 2024 at 11:05PM EDT","No","","","","","","","","",""
"Trade","","9","Will the **high temp in Miami** be 76-77° on Mar 20 2024?","792c578a-af90-4d80-b979-f3b9915284a1","Mar 20, 2024","","","","","","","50","0.16","Mar 20, 2024 at 11:05PM EDT","No","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Miami** be 74-75° on Mar 20 2024?","c3059750-dbe0-4174-b78b-05e008562e69","Mar 20, 2024","97","0","0","0","97","0","","","","","","","","","","","","",""
"Trade","","1","Will the **high temp in Miami** be 74-75° on Mar 20 2024?","c3059750-dbe0-4174-b78b-05e008562e69","Mar 20, 2024","","","","","","","1","0.01","Mar 20, 2024 at 11:05PM EDT","No","","","","","","","","",""
"Trade","","96","Will the **high temp in Miami** be 74-75° on Mar 20 2024?","c3059750-dbe0-4174-b78b-05e008562e69","Mar 20, 2024","","","","","","","11","0.66","Mar 20, 2024 at 11:05PM EDT","No","","","","","","","","",""
"Order","Filled ","","Will the **high temp in NYC** be 45-46° on Mar 19 2024?","7d965425-e0cf-42eb-9ecc-e03e81d75917","Mar 19, 2024","1","0","0","0","1","0","","","","","","","","","","","","",""
"Trade","","1","Will the **high temp in NYC** be 45-46° on Mar 19 2024?","7d965425-e0cf-42eb-9ecc-e03e81d75917","Mar 19, 2024","","","","","","","1","0.01","Mar 19, 2024 at 10:44PM EDT","No","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Miami** be 72-73° on Mar 19 2024?","3a45cf14-89bc-4dba-ac06-987a10a4466e","Mar 19, 2024","8","0","0","0","8","0","","","","","","","","","","","","",""
"Trade","","8","Will the **high temp in Miami** be 72-73° on Mar 19 2024?","3a45cf14-89bc-4dba-ac06-987a10a4466e","Mar 19, 2024","","","","","","","50","0.14","Mar 19, 2024 at 10:43PM EDT","No","","","","","","","","",""
"Trade","","9","Will the **high temp in Austin** be 61-62° on Mar 19 2024?","cbf09458-029b-4db8-b732-34d32478570a","Mar 19, 2024","","","","","","","50","0.16","Mar 19, 2024 at 10:40PM EDT","No","","","","","","","","",""
"Settlement","","","Will the **high temp in Austin** be 77-78° on Mar 8 2024?","","","","","","","","","","","","","2024-03-09T13:00:27.566999Z","no","1.00","0","0.00","1","1.00","",""
"Settlement","","","Will the **high temp in NYC** be <50° on Mar 8 2024?","","","","","","","","","","","","","2024-03-09T13:00:19.570992Z","no","1.00","0","0.00","1","1.00","",""
"Settlement","","","Will the **high temp in NYC** be 54-55° on Mar 8 2024?","","","","","","","","","","","","","2024-03-09T13:00:19.570992Z","no","1.00","0","0.00","1","1.00","",""
"Settlement","","","Will the **high temp in NYC** be 52-53° on Mar 8 2024?","","","","","","","","","","","","","2024-03-09T13:00:19.570992Z","no","1.00","0","0.00","1","1.00","",""
"Settlement","","","Will the **high temp in NYC** be 50-51° on Mar 8 2024?","","","","","","","","","","","","","2024-03-09T13:00:19.570992Z","no","1.00","0","0.00","1","1.00","",""
"Settlement","","","Will the high temp in Chicago be <47° on Mar 8 2024?","","","","","","","","","","","","","2024-03-09T13:00:11.571106Z","no","43.00","0","0.00","43","16.86","",""
"Settlement","","","Will the **high temp in Miami** be 79-80° on Mar 6 2024?","","","","","","","","","","","","","2024-03-07T13:01:06.967913Z","no","232.00","0","0.00","232","60.87","",""
"Settlement","","","Will the **high temp in Austin** be 81-82° on Mar 6 2024?","","","","","","","","","","","","","2024-03-07T13:00:58.95693Z","no","1.00","0","0.00","1","1.00","",""
"Settlement","","","Will the **high temp in NYC** be <52° on Mar 6 2024?","","","","","","","","","","","","","2024-03-07T13:00:50.962751Z","no","1.00","0","0.00","1","1.00","",""
"Settlement","","","Will the high temp in Chicago be 50-51° on Mar 6 2024?","","","","","","","","","","","","","2024-03-07T13:00:41.986987Z","yes","6.00","6","82.67","0","0.00","",""
"Settlement","","","Will the **high temp in Miami** be 80-81° on Mar 5 2024?","","","","","","","","","","","","","2024-03-06T13:01:12.972806Z","no","50.00","0","0.00","50","50.00","",""
"Settlement","","","Will the **high temp in Austin** be 89-90° on Mar 5 2024?","","","","","","","","","","","","","2024-03-06T13:01:05.957514Z","no","99.00","0","0.00","99","1.00","",""
"Settlement","","","Will the **high temp in NYC** be 49-50° on Mar 5 2024?","","","","","","","","","","","","","2024-03-06T13:00:56.967067Z","yes","0.00","0","0.00","50","50.00","",""
"Settlement","","","Will the high temp in Chicago be 42-43° on Mar 5 2024?","","","","","","","","","","","","","2024-03-06T13:00:48.972148Z","no","50.00","0","0.00","50","50.00","",""
"Settlement","","","Will the **high temp in Miami** be <77° on Mar 4 2024?","","","","","","","","","","","","","2024-03-05T13:01:10.805849Z","no","58.00","0","0.00","58","76.55","",""
"Settlement","","","Will the **high temp in Miami** be 83-84° on Mar 4 2024?","","","","","","","","","","","","","2024-03-05T13:01:10.805849Z","no","30.00","0","0.00","30","63.60","",""
"Settlement","","","Will the **high temp in Miami** be 81-82° on Mar 4 2024?","","","","","","","","","","","","","2024-03-05T13:01:10.805849Z","no","39.00","0","0.00","39","55.64","",""
"Settlement","","","Will the **high temp in Miami** be 79-80° on Mar 4 2024?","","","","","","","","","","","","","2024-03-05T13:01:10.805849Z","no","106.00","0","0.00","106","60.27","",""
"Settlement","","","Will the **high temp in Austin** be 81-82° on Mar 4 2024?","","","","","","","","","","","","","2024-03-05T13:01:02.805847Z","no","114.00","0","0.00","114","59.55","",""
"Settlement","","","Will the **high temp in Austin** be 79-80° on Mar 4 2024?","","","","","","","","","","","","","2024-03-05T13:01:02.805847Z","no","113.00","0","0.00","113","72.47","",""
"Order","Filled ","","Will the **high temp in Austin** be 61-62° on Mar 19 2024?","cbf09458-029b-4db8-b732-34d32478570a","Mar 19, 2024","9","0","0","0","9","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the high temp in Chicago be 55-56° on Mar 19 2024?","b31493f3-1ccc-4dc1-ac8b-fc844093bbc8","Mar 19, 2024","183","0","0","0","183","0","","","","","","","","","","","","",""
"Trade","","100","Will the high temp in Chicago be 55-56° on Mar 19 2024?","b31493f3-1ccc-4dc1-ac8b-fc844093bbc8","Mar 19, 2024","","","","","","","70","1.47","Mar 19, 2024 at 10:39PM EDT","No","","","","","","","","",""
"Trade","","73","Will the high temp in Chicago be 55-56° on Mar 19 2024?","b31493f3-1ccc-4dc1-ac8b-fc844093bbc8","Mar 19, 2024","","","","","","","50","1.28","Mar 19, 2024 at 10:39PM EDT","No","","","","","","","","",""
"Trade","","10","Will the high temp in Chicago be 55-56° on Mar 19 2024?","b31493f3-1ccc-4dc1-ac8b-fc844093bbc8","Mar 19, 2024","","","","","","","50","0.18","Mar 19, 2024 at 10:39PM EDT","No","","","","","","","","",""
"Order","Partially Filled ","","Will the high temp in Chicago be 53-54° on Mar 19 2024?","9d6b3df8-a979-44ed-bd75-2a3e48e918eb","Mar 19, 2024","1,080","0","0","0","10,210","0","","","","","","","","","","","","",""
"Trade","","870","Will the high temp in Chicago be 53-54° on Mar 19 2024?","9d6b3df8-a979-44ed-bd75-2a3e48e918eb","Mar 19, 2024","","","","","","","99","0.61","Mar 19, 2024 at 10:38PM EDT","No","","","","","","","","",""
"Trade","","100","Will the high temp in Chicago be 53-54° on Mar 19 2024?","9d6b3df8-a979-44ed-bd75-2a3e48e918eb","Mar 19, 2024","","","","","","","60","1.68","Mar 19, 2024 at 10:38PM EDT","No","","","","","","","","",""
"Trade","","100","Will the high temp in Chicago be 53-54° on Mar 19 2024?","9d6b3df8-a979-44ed-bd75-2a3e48e918eb","Mar 19, 2024","","","","","","","70","1.47","Mar 19, 2024 at 10:38PM EDT","No","","","","","","","","",""
"Trade","","1","Will the high temp in Chicago be 53-54° on Mar 19 2024?","9d6b3df8-a979-44ed-bd75-2a3e48e918eb","Mar 19, 2024","","","","","","","1","0.01","Mar 19, 2024 at 10:38PM EDT","No","","","","","","","","",""
"Trade","","9","Will the high temp in Chicago be 53-54° on Mar 19 2024?","9d6b3df8-a979-44ed-bd75-2a3e48e918eb","Mar 19, 2024","","","","","","","50","0.16","Mar 19, 2024 at 10:38PM EDT","No","","","","","","","","",""
"Order","Filled ","","Will the high temp in Chicago be 51-52° on Mar 19 2024?","5a192d3c-09e8-4f69-8ce3-b008163060fc","Mar 19, 2024","940","0","0","0","940","0","","","","","","","","","","","","",""
"Trade","","10","Will the high temp in Chicago be 51-52° on Mar 19 2024?","5a192d3c-09e8-4f69-8ce3-b008163060fc","Mar 19, 2024","","","","","","","90","0.07","Mar 19, 2024 at 10:37PM EDT","No","","","","","","","","",""
"Trade","","1","Will the high temp in Chicago be 51-52° on Mar 19 2024?","5a192d3c-09e8-4f69-8ce3-b008163060fc","Mar 19, 2024","","","","","","","99","0.01","Mar 19, 2024 at 10:37PM EDT","No","","","","","","","","",""
"Trade","","928","Will the high temp in Chicago be 51-52° on Mar 19 2024?","5a192d3c-09e8-4f69-8ce3-b008163060fc","Mar 19, 2024","","","","","","","90","5.85","Mar 19, 2024 at 10:37PM EDT","No","","","","","","","","",""
"Trade","","1","Will the high temp in Chicago be 51-52° on Mar 19 2024?","5a192d3c-09e8-4f69-8ce3-b008163060fc","Mar 19, 2024","","","","","","","99","0.01","Mar 19, 2024 at 10:37PM EDT","No","","","","","","","","",""
"Order","Filled ","","Will the high temp in Chicago be <51° on Mar 19 2024?","7f51a233-9e16-447a-a48c-27c6dec91aa7","Mar 19, 2024","1,096","0","0","0","1,096","0","","","","","","","","","","","","",""
"Trade","","10","Will the high temp in Chicago be <51° on Mar 19 2024?","7f51a233-9e16-447a-a48c-27c6dec91aa7","Mar 19, 2024","","","","","","","50","0.18","Mar 19, 2024 at 10:37PM EDT","No","","","","","","","","",""
"Trade","","885","Will the high temp in Chicago be <51° on Mar 19 2024?","7f51a233-9e16-447a-a48c-27c6dec91aa7","Mar 19, 2024","","","","","","","50","15.49","Mar 19, 2024 at 10:37PM EDT","No","","","","","","","","",""
"Trade","","100","Will the high temp in Chicago be <51° on Mar 19 2024?","7f51a233-9e16-447a-a48c-27c6dec91aa7","Mar 19, 2024","","","","","","","70","1.47","Mar 19, 2024 at 10:37PM EDT","No","","","","","","","","",""
"Trade","","100","Will the high temp in Chicago be <51° on Mar 19 2024?","7f51a233-9e16-447a-a48c-27c6dec91aa7","Mar 19, 2024","","","","","","","90","0.63","Mar 19, 2024 at 10:37PM EDT","No","","","","","","","","",""
"Trade","","1","Will the high temp in Chicago be <51° on Mar 19 2024?","7f51a233-9e16-447a-a48c-27c6dec91aa7","Mar 19, 2024","","","","","","","50","0.02","Mar 19, 2024 at 10:37PM EDT","No","","","","","","","","",""
"Order","Filled ","","Will the high temp in Chicago be 38-39° on Mar 18 2024?","8dc1c7a8-a76a-4ff2-9192-f3fcea9957f1","Mar 18, 2024","1,068","0","0","0","1,068","0","","","","","","","","","","","","",""
"Trade","","1,000","Will the high temp in Chicago be 38-39° on Mar 18 2024?","8dc1c7a8-a76a-4ff2-9192-f3fcea9957f1","Mar 18, 2024","","","","","","","50","17.50","Mar 18, 2024 at 11:46PM EDT","No","","","","","","","","",""
"Trade","","50","Will the high temp in Chicago be 38-39° on Mar 18 2024?","8dc1c7a8-a76a-4ff2-9192-f3fcea9957f1","Mar 18, 2024","","","","","","","50","0.88","Mar 18, 2024 at 11:46PM EDT","No","","","","","","","","",""
"Trade","","1","Will the high temp in Chicago be 38-39° on Mar 18 2024?","8dc1c7a8-a76a-4ff2-9192-f3fcea9957f1","Mar 18, 2024","","","","","","","90","0.01","Mar 18, 2024 at 11:46PM EDT","No","","","","","","","","",""
"Order","Filled ","","Will the high temp in Chicago be >43° on Mar 18 2024?","c3d9890c-36c6-44b6-aa47-5cd2243634fb","Mar 18, 2024","21","0","0","0","21","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Miami** be 89-90° on Mar 18 2024?","767bbcc6-2585-4a87-aa1d-1ec1cb5dc613","Mar 18, 2024","1","0","0","0","1","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Miami** be 91-92° on Mar 18 2024?","0e04891f-ca23-438f-b2ff-74839bac5607","Mar 18, 2024","9","0","0","0","9","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Miami** be <85° on Mar 18 2024?","3bfb3a0d-2cbe-4d78-aa9a-78a9865c22dd","Mar 18, 2024","107","0","0","0","107","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Miami** be 85-86° on Mar 18 2024?","aba25132-dd88-4999-8252-9b87ba19f2d9","Mar 18, 2024","1","0","0","0","1","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Miami** be 87-88° on Mar 18 2024?","80e3a545-91e3-4052-81a1-ecb6405e385a","Mar 18, 2024","2","0","0","0","2","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in NYC** be >54° on Mar 18 2024?","a34211c8-6f5c-4f20-9d6d-89b37afb9021","Mar 18, 2024","50","0","0","0","50","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in NYC** be 53-54° on Mar 18 2024?","17873c90-9bfd-4494-96ce-1881367ab91f","Mar 18, 2024","83","0","0","0","83","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in NYC** be 47-48° on Mar 18 2024?","05e7b745-7ae0-4ec0-9ea2-fd07ec7a7969","Mar 18, 2024","1","0","0","0","1","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in NYC** be <47° on Mar 18 2024?","a76c65ff-cafc-4360-bbab-c8afbe43e21d","Mar 18, 2024","11","0","0","0","11","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Austin** be >72° on Mar 18 2024?","ba872815-756d-4e63-9eda-3ceca9c25a21","Mar 18, 2024","22","0","0","0","22","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Austin** be 71-72° on Mar 18 2024?","aebf71d7-4313-484e-8803-620695113ba4","Mar 18, 2024","1","0","0","0","1","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Austin** be 69-70° on Mar 18 2024?","62605897-b9ac-4c5a-96c2-071a57eee5de","Mar 18, 2024","2","0","0","0","2","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Austin** be 67-68° on Mar 18 2024?","d837e162-6d70-4535-8db5-7e374bb44baf","Mar 18, 2024","21","0","0","0","21","0","","","","","","","","","","","","",""
"Settlement","","","Will the **high temp in Austin** be 75-76° on Mar 4 2024?","","","","","","","","","","","","","2024-03-05T13:01:02.805847Z","no","10.00","0","0.00","10","99.00","",""
"Settlement","","","Will the **high temp in NYC** be <54° on Mar 4 2024?","","","","","","","","","","","","","2024-03-05T13:00:54.830648Z","no","30.00","0","0.00","30","30.00","",""
